onset	duration	"“text"""	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	adaptive_acc	stop_acc	new_trial_type
50121.869102826808	1943.1308971732267	n/a	1213	71	2750	1943.13089717	stim	stop-signal	594	1608811	0.0-25.9-1.9	beast_fmri_test	276	1606368,/,1607047,/,1607727,/,1608406,/,1609086,/,1609764,/,1610442,/	t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	2750.0	2.0	9.0	stop	target	D	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	0.0	0.0	n/a	0.0	ITI
54562	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	595	1611308	0.0-25.10-0.10	beast_fmri_test	276	1611123,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
54485.73754257313	2750	n/a	1558	71	2750	79.2624574268	stim	stop-signal	596	1614061	0.0-25.10-1.10	beast_fmri_test	276	1611803,/,1612483,/,1613162,/,1613841,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2750.0	2.0	10.0	go	target	D	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	1.0	0.0	1.0	n/a	go_stim
57235.73754257313	79.262457426811864	n/a	1558	71	2750	79.2624574268	stim	stop-signal	596	1614061	0.0-25.10-1.10	beast_fmri_test	276	1611803,/,1612483,/,1613162,/,1613841,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2750.0	2.0	10.0	go	target	D	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	1.0	0.0	1.0	n/a	ITI
57952	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	597	1614698	0.0-25.11-0.11	beast_fmri_test	276	1614522,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
57850.015911393333	2750	n/a	1660	89	2750	103.984088607	stim	stop-signal	598	1617450	0.0-25.11-1.11	beast_fmri_test	276	1615203,/,1615883,/,1616562,/,1617243,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2750.0	2.0	11.0	go	non-target	T	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	1.0	0.0	1.0	n/a	go_stim
60600.015911393333	103.98408860667369	n/a	1660	89	2750	103.984088607	stim	stop-signal	598	1617450	0.0-25.11-1.11	beast_fmri_test	276	1615203,/,1615883,/,1616562,/,1617243,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2750.0	2.0	11.0	go	non-target	T	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	1.0	0.0	1.0	n/a	ITI
61373	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	599	1618119	0.0-25.12-0.12	beast_fmri_test	276	1617922,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
59433.745745859575	2750	n/a	1431	89	2750	1937.25425414	stim	stop-signal	600	1620867	0.0-25.12-1.12	beast_fmri_test	276	1618599,/,1619276,/,1619957,/,1620638,/,1621317,/,1621998,/,1622676,/	t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2750.0	2.0	12.0	go	non-target	P	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	1.0	0.0	1.0	n/a	go_stim
62183.745745859575	1937.2542541404569	n/a	1431	89	2750	1937.25425414	stim	stop-signal	600	1620867	0.0-25.12-1.12	beast_fmri_test	276	1618599,/,1619276,/,1619957,/,1620638,/,1621317,/,1621998,/,1622676,/	t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2750.0	2.0	12.0	go	non-target	P	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	1.0	0.0	1.0	n/a	ITI
66630	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	601	1623376	0.0-25.13-0.13	beast_fmri_test	276	1623358,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
65893.069259340642	2750	n/a	914	89	2750	739.930740659	stim	stop-signal	602	1626129	0.0-25.13-1.13	beast_fmri_test	276	1624038,/,1624718,/,1625396,/,1626077,/,1626757,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2750.0	2.0	13.0	go	non-target	B	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	1.0	0.0	1.0	n/a	go_stim
68643.069259340642	739.93074065935252	n/a	914	89	2750	739.930740659	stim	stop-signal	602	1626129	0.0-25.13-1.13	beast_fmri_test	276	1624038,/,1624718,/,1625396,/,1626077,/,1626757,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2750.0	2.0	13.0	go	non-target	B	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	1.0	0.0	1.0	n/a	ITI
70681	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	603	1627427	0.0-25.14-0.14	beast_fmri_test	276	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
69719.824496060377	0.0	n/a	629	71	2750	964.17550394	stim	stop-signal	604	1630180	0.0-25.14-1.14	beast_fmri_test	276	1627437,/,1628117,/,1628798,/,1629478,/,1630158,/,1630838,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2750.0	2.0	14.0	stop	non-target	T	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	0.0	0.0	n/a	0.0	go_stim
72469.824496060377	2750.0	n/a	629	71	2750	964.17550394	stim	stop-signal	604	1630180	0.0-25.14-1.14	beast_fmri_test	276	1627437,/,1628117,/,1628798,/,1629478,/,1630158,/,1630838,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2750.0	2.0	14.0	stop	non-target	T	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	0.0	0.0	n/a	0.0	stop_stim
72469.824496060377	964.17550393966678	n/a	629	71	2750	964.17550394	stim	stop-signal	604	1630180	0.0-25.14-1.14	beast_fmri_test	276	1627437,/,1628117,/,1628798,/,1629478,/,1630158,/,1630838,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2750.0	2.0	14.0	stop	non-target	T	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	0.0	0.0	n/a	0.0	ITI
74964	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	605	1631710	0.0-25.15-0.15	beast_fmri_test	276	1631519,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
73570.290779704694	2750	n/a	1849	89	2750	1393.7092203	stim	stop-signal	606	1634460	0.0-25.15-1.15	beast_fmri_test	276	1632197,/,1632876,/,1633557,/,1634234,/,1634914,/,1635594,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2750.0	2.0	15.0	go	non-target	T	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	1.0	0.0	1.0	n/a	go_stim
76320.290779704694	1393.7092202953204	n/a	1849	89	2750	1393.7092203	stim	stop-signal	606	1634460	0.0-25.15-1.15	beast_fmri_test	276	1632197,/,1632876,/,1633557,/,1634234,/,1634914,/,1635594,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2750.0	2.0	15.0	go	non-target	T	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	1.0	0.0	1.0	n/a	ITI
79675	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	607	1636421	0.0-25.16-0.16	beast_fmri_test	276	1636273,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
77874.864421353675	2750	n/a	2019	89	2750	1804.13557865	stim	stop-signal	608	1639175	0.0-25.16-1.16	beast_fmri_test	276	1636953,/,1637634,/,1638314,/,1638994,/,1639670,/,1640348,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2750.0	2.0	16.0	go	non-target	B	71,Index Finger	89,Middle Finger	0.0	0.0	2750.0	2750.0	1.0	0.0	1.0	n/a	go_stim
